split,idx,symptoms,herbs,top_eight,top_zangfu,active_eight,active_zangfu
train,6446,瘰疬,川芎、甘草、乳香、桔梗、白芷、人参、升麻、龙胆、橘红、柴胡、香附,里,肝,4,5
train,6447,无名肿毒,乳香、血竭、没药、丁香、麝香、木香、牛黄,热,心,4,5
train,6448,腹冷,川芎、当归,寒,肝,3,3
train,6449,多唾、咳嗽,生姜,寒,肺,3,3
train,6450,神昏、腰重、呕吐,菟丝子、川楝子、牛膝、葫芦、乌头、茴香、山药、附子,阳,肾,4,4
train,6451,嘈杂,当归、白芍,虚,肝,3,3
train,6452,耳痛、耳聋、白带、慢惊,芦荟、朱砂,热,肝,4,3
train,6453,烦躁、口苦,白茅根、秦艽、茯苓、木通、瞿麦,里,肝,3,4
train,6454,发黄,黄连、茵陈、升麻、龙胆、木通、犀角,里,肝,4,5
train,6455,足痛,骨碎补、枸杞子、菟丝子、陈皮、山茱萸、牛膝、杜仲、人参、山药、肉苁蓉、茯苓、五味子,虚,肾,4,3
train,6456,胸痛,甘草、杏仁、防己、苍术、炙甘草、杏、桂枝、香附、石膏,里,肺,4,4
train,6457,呕吐,藿香、砂仁,里,胃,4,3
train,6458,目昏,荆芥、白附子、甘草、天麻、附子,阳,肝,4,3
train,6459,咳嗽,当归、鳖甲、安息香、秦艽、麝香、柴胡,阴,肝,4,4
train,6460,浮肿,雄黄、郁金、乳香、血竭、没药、巴豆、朱砂,实,心,4,4
train,6461,气喘、咳嗽,紫苏子、杏仁、桔梗、款冬花、茯苓、半夏、杏、五味子,里,肺,4,3
train,6462,盗汗、头热,熊胆、蟾酥、黄连、瓜蒂、芦荟、蜗牛、麝香、朱砂、牛黄、胡黄连,热,心,4,4
train,6463,短气、头重,玄参、干姜、大黄、葶苈子、远志、人参、黄芩、苦参、瞿麦、半夏、麦门冬,虚,肺,4,5
train,6464,恶露不下,蒲黄、桃、刘寄奴、桃仁、荷叶,里,肝,3,3
train,6465,瘰疬,乳香、赤芍、芍药、没药、天花粉、白芷、金银花、穿山甲,热,肝,4,5
train,6466,呃逆,木香、枳壳,里,胃,3,3
train,6467,丹毒、小儿丹毒,寒水石、黄连、黄柏、石膏,热,心,3,4
train,6468,牙痛、粉刺,甘草、黄连、黄柏、大黄、桔梗、栀子、金银花、黄芩、薄荷,热,胃,4,5
train,6469,牙痛、腹痛,朱砂莲、朱砂,热,胃,3,3
train,6470,腹满、浮肿、积滞、大便溏,白术、甘草、神曲、陈皮、黄连、苦参、茯苓、附子、半夏、香附,里,脾,4,4
train,6471,腹泻、腹痛,白术、防风、甘草、神曲、豆蔻、木瓜、桔梗、藿香、白芷、草果、薄荷、乌药、大腹皮、砂仁、朱砂、半夏、檀香、羌活、香薷、木香、茶叶、香附,里,脾,4,4
train,6472,浮肿,菊花,阳,肝,4,3
train,6473,慢惊,白术、甘草、人参、茯苓、附子、木香,虚,脾,4,3
train,6474,身重、呕吐、腹痛,陈皮、苍术、厚朴、羌活、木香,寒,脾,3,4
train,6475,产后腹痛、腹痛,附子、香附,寒,脾,4,4
train,6476,呕吐,甘草、人参、黄芩、莲子、炙甘草、犀角、麦冬,热,胃,4,5
train,6477,浮肿、消瘦,藜芦、牡蛎、桔梗、人参、丹参、巴豆、肉苁蓉、附子、藜、白薇、半夏、石膏,阳,肾,4,6
train,6478,积滞,生姜、益智、附子、厚朴、半夏,寒,脾,4,4
train,6479,牙痛,川芎、细辛、藁本、当归、荜茇、白芷、附子、羌活、麻黄,寒,肾,4,6
train,6480,小便不利,菟丝子、山茱萸、远志、石斛、人参、秦艽、肉苁蓉、茯苓、五味子,虚,肾,4,4
train,6481,少气、吐血,甘草、干姜、当归、大枣、白芍,虚,脾,4,3
train,6482,小便不利、发黄,三白草,里,膀胱,3,3
train,6483,心烦,竹叶、甘草、人参,热,心,3,3
train,6484,瘰疬,滑石、斑蝥、人参、麝香,热,肝,4,5
train,6485,呕吐,白术、麦芽、神曲、干姜、人参、茯苓、砂仁,虚,脾,4,4
train,6486,杨梅疮,蒺藜、蜈蚣、甘草、皂角刺、赤芍、当归、大黄、连翘、金银花、僵蚕、穿山甲、藜,热,肝,2,5
train,6487,瘰疬,雄黄、甘草、细辛、大黄、丁香、甘松、苍术、檀香,阳,肝,5,4
train,6488,口噤,乳香,实,肝,3,3
train,6489,四肢麻木,防风、乳香、五灵脂、威灵仙、草乌、乌头、地龙、木鳖子,寒,肝,4,5
train,6490,嘈杂、胸闷,鸡内金、生姜、续断、谷芽、茯苓、党参、砂仁、半夏、佩兰、香附,虚,脾,4,4
train,6491,背痛、胎动不安,地龙,里,肝,3,2
train,6492,神昏,白术、生姜、白鲜皮、细辛、茵陈、枳实、大黄、鳖甲、附子、吴茱萸,里,肝,4,5
train,6493,口苦、咳嗽,菊花、前胡、蒲黄、青黛、六月雪、野菊花、蛤壳、柴胡,里,肝,4,4
train,6494,咳嗽,桑、甘草、杏仁、桔梗、苦杏仁、石斛、谷芽、茯苓、川贝母、炙甘草、薄荷、桑白皮、半夏、杏,里,肺,5,4
train,6495,咽干,荆芥、知母、天花粉、麻黄、麦门冬、诃子,阴,肺,4,3
train,6496,恶风,防风、甘草、黄芩、羌活、石膏,表,肺,4,4
train,6497,壮热、烦躁,天门冬、人参、麝香,热,心,3,3
train,6498,小便不利,荆芥、桑、紫苏叶、紫苏子、木瓜、萝卜、槟榔、沉香、桑白皮、乌药、大腹皮、橘红、枳壳,实,肺,5,5
train,6499,心下痞,姜黄、高良姜、莪术、陈皮、荜澄茄、三棱、人参,寒,脾,5,4
train,6500,腹泻、食欲不振,白术、麦芽、神曲、山楂、枳壳、稻芽,虚,脾,4,3
train,6501,盗汗、头痛,甘草、桔梗、天花粉、人参、蔓荆子、麦冬、五味子,虚,肺,5,5
train,6502,畏寒,白术、生姜、肉桂、甘草、干姜、当归、人参、山药、炙甘草、柴胡、麻黄,寒,脾,4,6
train,6503,发狂、烦躁、口渴、腹痛,甘草、天花粉、黄芩、麦冬,里,心,5,4
train,6504,瘫痪,马鞭草、夏枯草、茜草、金银花、蒲公英、透骨草,热,肝,4,5
train,6505,少气、腹痛,蒲黄、桃、生姜、大枣、桃仁、生地黄,虚,脾,4,4
train,6506,鼻塞、咳嗽,荆芥、蝉蜕、甘草、陈皮、百部、桔梗、白前、僵蚕,表,肺,3,2
train,6507,瘫痪,葱白、川芎、生姜、白芷、草乌、苍术,寒,肝,4,5
train,6508,无汗、头痛、胸闷,菊花、藿香、野菊花、香薷、青蒿,表,肺,3,4
train,6509,呕吐,甘草、神曲、陈皮、砂仁、香附,里,胃,4,3
train,6510,壮热,前胡、白术、枇杷、益智、甘草、干姜、人参、枇杷叶、茯苓、附子、麻黄,阳,肺,4,5
train,6511,呕吐、小儿呕吐,防风、甘草、陈皮、羌活、柴胡、桂枝、香附,表,肝,4,6
train,6512,头痛,菊花、川芎、蒺藜、防风、甘草、当归、芍药、白芍、藜、薄荷、羌活、生地黄、柴胡、茺蔚子,虚,肝,5,3
train,6513,崩漏,诃子,虚,脾,3,3
train,6514,腹痛,生姜、当归,寒,脾,3,3
train,6515,赤白带、恶心、白带、腹痛、咳嗽、寒热往来,莪术、茵陈、珍珠、槟榔、三棱、沉香,里,肝,4,5
train,6516,崩漏,牡蛎、艾叶、赤石脂、当归、龙骨、吴茱萸,虚,脾,4,4
train,6517,急惊、头热、口噤,白附子、天南星、川乌、乌头、巴豆、附子,寒,肝,4,3
train,6518,烦躁、鼻干、头痛,甘草、人参、茯苓、厚朴、半夏、柴胡、枳壳、麦冬、石膏,热,肺,4,5
train,6519,少气,甘草、当归、芍药、牛膝、白芍、人参、茯苓、附子、半夏、五味子,虚,脾,4,4
train,6520,咳嗽,桑、白术、知母、甘草、当归、芍药、桔梗、鳖甲、槟榔、紫菀、人参、秦艽、地骨皮、茯苓、附子、半夏、柴胡,里,肺,6,6
train,6521,赤白带、白带,黄连、芍药、白芍,热,肝,2,4
train,6522,浮肿,蛇床子,寒,肾,3,3
train,6523,四肢疼痛,知母、甘草、赤芍、芍药、桔梗、鳖甲、乌梅、人参、秦艽、茯苓、大腹皮、半夏、柴胡、麦门冬,里,肝,5,5
train,6524,呕吐、积滞、腹痛,白术、陈皮、青皮、枳实、当归、大黄、茯苓、沉香、厚朴、吴茱萸、木香、泽泻,里,脾,4,5
train,6525,咽干,防风、菟丝子、山茱萸、牛膝、杜仲、槟榔、石斛、人参、补骨脂、鹿茸、蛇床子、肉苁蓉、茯苓、附子、干漆、覆盆子、木香、泽泻、五味子,虚,肾,5,4
train,6526,急惊,前胡、甘草、枳实、大黄、连翘、薄荷,热,肝,3,4
train,6527,短气、潮热、咳嗽,甘草、人参、百合、麦冬,阴,肺,4,3
train,6528,杨梅疮,巴豆、巴豆霜、麝香,阳,心,3,4
train,6529,积滞,大黄、硫黄、巴豆、朱砂、木香,实,胃,3,4
train,6530,舌干,蒺藜、藜,阴,肝,3,3
train,6531,壮热,荆芥、前胡、川芎、防风、桔梗、白芷、茯苓、羌活、柴胡、独活,表,肺,4,4
train,6532,鼻衄,厚朴,实,胃,2,3
train,6533,少气,竹叶、前胡、生姜、甘草、当归、芍药、大枣、人参、黄芩、半夏,虚,肺,3,5
train,6534,半身不遂,川芎、玉竹、陈皮、当归、牛膝、佛手、独活,虚,肝,4,5
train,6535,壮热、无汗,荆芥、甘草、杏仁、桔梗、杏、麻黄,实,肺,5,2
train,6536,壮热、痫,白附子、郁金、天麻、附子、麝香、半夏,实,肝,6,3
train,6537,壮热,甘草、桔梗、射干、栀子、升麻、犀角,热,心,4,4
train,6538,头痛,荆芥、川芎、防风、细辛、藁本、白芷、羌活,表,膀胱,3,4
train,6539,转筋,豆蔻、木瓜、白豆蔻、吴茱萸、木香,寒,肝,4,4
train,6540,不孕,川芎、干姜、当归、熟地黄、川乌、人参、乌头、紫石英、厚朴、吴茱萸,里,肾,4,5
train,6541,烦躁、胎动不安,葱白、杏仁、青黛、升麻、黄芩、生地黄、杏、石膏,热,心,3,4
train,6542,舌干、口苦,白术、甘草、人参、茯苓、枳壳、五味子,虚,脾,4,5
train,6543,手足厥冷,阳起石,虚,肾,4,2
train,6544,瘰疬,知母、甘草、黄柏、当归、连翘、黄芩、炙甘草、瞿麦、生地黄、柴胡,热,肝,4,6
train,6545,呕吐,白术、生姜、甘草、干姜、丁香、人参,里,胃,4,3
train,6546,瘰疬,川芎、莪术、甘草、陈皮、黄连、当归、桔梗、夏枯草、连翘、白芍、三棱、升麻、龙胆、黄芩、葛根,热,肝,4,6
train,6547,耳聋,当归、杜仲、大枣,虚,肾,3,2
train,6548,壮热,前胡、甘草、枳实、升麻、犀角,热,肺,3,5
train,6549,咳嗽,知母、甘草、陈皮、百部、阿胶、桔梗、人参、麻黄,虚,肺,4,3
train,6550,鼻塞、咳嗽,前胡、桑、甘草、杏仁、桔梗、黄芩、浙贝母、橘红、杏、枳壳、麦冬,热,肺,4,4
train,6551,嗳气、吞酸、胃痛、恶心、嘈杂、呕吐,甘草、鸡子、枳实、佛手,里,胃,3,3
train,6552,阴疮,黄连、硫黄、轻粉、麝香、冰片,热,肝,4,4
train,6553,丹毒,甘草、陈皮、赤芍、黄芩、半夏、柴胡,热,肝,4,5
train,6554,口噤,葱白、甘草,表,肺,3,3
train,6555,瘫痪,雄黄、白附子、乳香、五灵脂、天麻、没药、全蝎、川乌、草乌、僵蚕、轻粉、附子、地龙、麝香、羌活,里,肝,4,5
train,6556,壮热,前胡、川芎、甘草、天麻、桔梗、人参、地骨皮、茯苓、羌活、柴胡、枳壳、独活,里,肝,6,6
train,6557,口臭,知母、甘草、黄连、大黄、滑石、栀子、连翘、石斛、升麻、黄芩、葛根、石膏,热,胃,4,5
train,6558,舌肿,杏仁、杏,里,肺,3,3
train,6559,里急后重,肉桂、甘草、黄连、牛蒡子、金银花、山药、牛蒡,里,大肠,4,4
train,6560,气喘,槟榔、人参、沉香、乌药、木香、枳壳,虚,肺,4,5
train,6561,咳嗽,甘草、当归、白芍、山药、茯苓、麦冬,阴,肺,4,4
train,6562,头晕,三七,虚,肝,4,3
train,6563,赤白带、背痛、腹泻、白带、咳嗽,硫黄、巴豆、附子、吴茱萸、木香,寒,肾,4,6
train,6564,咽肿,甘草、杏仁、沙参、桔梗、北沙参、远志、牛蒡子、小麦、牛蒡、薄荷、半夏、杏、麦冬、石膏,里,肺,4,4
train,6565,目昏,枸杞子、肉苁蓉,虚,肝,3,2
train,6566,烦躁、潮热、寒热往来,甘草、当归、金银花,热,肝,2,3
train,6567,干呕、项强、恶风,甘草、杏仁、赤芍、芍药、黄芩、杏、独活,表,肝,4,5
train,6568,头痛,荆芥、防风、甘草、旋覆花、皂荚、枳壳、石膏,表,肺,4,4
train,6569,腹痛,红花、益智、甘草、当归、白芍、益母草,虚,肝,3,3
train,6570,腹痛,甘草、当归、芍药、桂枝,虚,脾,4,4
train,6571,呕吐,白术、肉桂、陈皮、干姜,里,脾,4,3
train,6572,吐血、咳嗽,生姜、蓖麻子、乳香、没药、威灵仙、蓖麻、木鳖子,实,肺,4,3
train,6573,针眼,甘草、赤芍、连翘、天花粉、白芷、薏苡仁,热,胃,4,5
train,6574,目昏,防风、甘草、细辛、人参、麻黄、独活、石膏,阳,肝,4,4
train,6575,面色青,生姜、干姜、当归、荜茇、槟榔、胡椒、人参、茯苓、附子、厚朴、木香,阳,脾,4,5
train,6576,腰痛,甘草、陈皮、黄柏、茯苓、苍术、乌药、半夏、枳壳、香附,里,肾,4,4
train,6577,小儿木舌,蒲黄、甘草、白芷,热,心,3,3
train,6578,鼻塞,川芎、防风、天门冬、白芷、人参,表,肺,4,4
train,6579,四肢疼痛,前胡、白鲜皮、甘草、杏仁、细辛、当归、黄芩、附子、防己、羌活、杏、麻黄、枳壳,实,肺,6,6
train,6580,咳嗽,肉桂、甘草、杏仁、阿胶、桔梗、乌梅、人参、杏、五味子,虚,肺,4,4
train,6581,慢惊,雄黄、黄连、天南星、丁香、羚羊角、芦荟、麝香、朱砂、半夏、犀角、牛黄、胡黄连,里,肝,3,4
train,6582,腹痛,防风、甘草、细辛、山茱萸、柏子仁、乌头、茯苓、附子、独活、薏苡仁,寒,肾,4,4
train,6583,腹满、头热,熊胆、黄连、豆蔻、青黛、肉豆蔻、丁香、芦荟、麝香、使君子、胡黄连,里,肝,4,5
train,6584,潮热,荆芥、前胡、川芎、防风、蝉蜕、陈皮、天麻、桔梗、紫草、连翘、白芷、牛蒡子、升麻、黄芩、牛蒡、木通、紫草茸、羌活、人中黄,热,肺,4,5
train,6585,心烦,枇杷、甘草、芦根、藿香、人参、枇杷叶,热,肺,3,4
train,6586,消瘦、多梦、头晕,麦芽、当归、柏子仁、泽兰,虚,肝,3,4
train,6587,口噤,生姜、甘草、赤石脂、芍药、黄芩、白石英、紫石英、葛根、独活、石膏,里,肝,4,5
train,6588,头痛,前胡、甘草、细辛、赤芍、芍药、黄芩、葛根、石膏,热,肝,5,5
train,6589,鼻塞、咳嗽,白术、甘草、细辛、桔梗、人参、升麻、茯苓、薄荷、柴胡,虚,肺,5,4
train,6590,头重,白术、玄参、防风、甘草、赤芍、芍药、羚羊角、茯苓、泽泻,里,脾,3,4
train,6591,盗汗,牡蛎、甘草、人参、续断、五味子,虚,肾,3,4
train,6592,小便不通,甘草、当归、滑石,里,膀胱,3,3
train,6593,血灌瞳神,荆芥、甘草、赤芍、当归、芍药、槐花、栀子、白芷、龙胆、黄芩,热,肝,4,5
train,6594,口渴、头痛,川芎、甘草、陈皮、白芷、升麻、薄荷、半夏、石膏,热,胃,5,4
train,6595,浮肿,桑、紫苏叶、旋覆花、人参、茯苓、犀角、泽泻、五味子,里,脾,4,4
train,6596,臁疮,麝香、冰片,实,脾,3,4
train,6597,身痛,荆芥、前胡、防风、甘草、桔梗、牛蒡、薄荷、枳壳,表,肺,3,3
train,6598,湿疮,蕤仁、薄荷、麝香、冰片、硼砂,表,肝,3,4
train,6599,烦躁,白茅根、寒水石、黄连、滑石、木通,热,心,4,4
train,6600,烦躁、头痛、头晕,菊花、红花、桑、川芎、女贞、当归、牛膝、白芍、女贞子、黄芩、桑叶,热,肝,4,4
train,6601,便血,地榆、阿胶、小蓟、生地黄,热,大肠,3,3
train,6602,漏下,荆芥、白矾、甘草、黄连、黄柏、麝香,热,肝,6,5
train,6603,心悸、咽干、崩漏,牡蛎、甘草、白芍、山药、茯苓、龙骨,里,心,4,3
train,6604,呕吐,陈皮、青皮、丁香、柿蒂,里,胃,4,3
train,6605,咳嗽,荆芥、甘草、陈皮、百部、桔梗、白前、紫菀,表,肺,4,3
train,6606,嗳气,郁金、甘草、黄芩、丹参、百合、乌药、柴胡,里,肝,3,4
train,6607,痫,白鲜皮、蛇蜕、甘草、细辛、大黄、钩藤、牛黄,热,肝,2,4
train,6608,便血、吐血,玄参、甘草、黄连,热,心,3,4
train,6609,吞酸,竹叶、陈皮、芦根、枳壳,热,胃,4,4
train,6610,漏下、短气、自汗,白术、甘草、陈皮、当归、白芍、苍术、炙甘草、柴胡,虚,脾,3,3
train,6611,咳嗽,甘草、乳香、阿胶、防己、麝香,虚,肺,4,4
train,6612,咳血,三七、花蕊石,热,肺,4,3
train,6613,目昏、短气、恶心、呕吐、咳嗽,白矾、半夏,里,胃,3,3
train,6614,口臭,甘草、黄连、珍珠、青黛、儿茶、薄荷、冰片、硼砂、荷叶、牛黄,热,胃,4,5
train,6615,腹满,桃、大黄、虎杖、鳖甲、桃仁,里,肝,3,3
train,6616,神昏,蟾酥、蜘蛛、两头尖,实,心,4,3
train,6617,潮热,荆芥、甘草、陈皮、白芷、草果、附子、厚朴、麻黄、香附,阳,肾,4,6
train,6618,杨梅疮,儿茶、轻粉,热,肝,2,3
train,6619,气喘、咳嗽,甘草、川乌、半夏,寒,肺,3,3
train,6620,牙痛,甘草、黄连、细辛、干姜、当归、桔梗、连翘、乌梅、白芷、花椒、苦参、生地黄,热,胃,4,6
train,6621,偏头痛、头痛,菊花、川芎、僵蚕、石膏,热,肝,4,4
train,6622,呕吐,前胡、川芎、知母、甘草、芍药、白芷、人参、茯苓、半夏、生地黄,虚,胃,4,4
train,6623,吐血,桃、郁金、芍药、桃仁、桂枝,里,肝,3,3
train,6624,盗汗、浮肿、心烦、五心烦热、短气,白术、牡蛎、菟丝子、甘草、干姜、山茱萸、巴戟天、天门冬、杜仲、人参、牡荆、茯苓、附子、泽泻,里,肾,6,4
train,6625,瘫痪,乳香、五灵脂、没药、川乌,寒,肝,4,4
train,6626,面色青,白术、赤芍、当归、芍药、丁香、人参、沉香、五味子,虚,脾,4,4
train,6627,浮肿,白术、陈皮、当归、芍药、白芍、茯苓,虚,脾,4,4
train,6628,急惊,白附子、干姜、天南星、青黛、僵蚕、附子、朱砂、牛黄,里,肝,6,4
train,6629,壮热、吐血、烦躁、口渴,知母、玄参、麦冬、石膏,热,胃,5,4
train,6630,神昏,远志、钩藤,里,心,4,3
train,6631,恶寒、咳嗽,甘草、杏仁、桔梗、连翘、天花粉、黄芩、薄荷、杏,表,肺,4,3
train,6632,鼻流涕,白术、甘草、神曲、白芷、人参、白扁豆、茯苓、木香,虚,脾,3,3
train,6633,耳聋,山药、茯苓,虚,肾,4,3
train,6634,头痛、尿血,青木香、藿香、丁香、沉香、木香,里,肝,3,4
train,6635,瘰疬,桃、桑、白术、蜈蚣、防风、桑枝、商陆、当归、木瓜、鳖甲、远志、紫草、茜草、白芷、黄芩、丹参、秦艽、木通、羌活,里,肝,4,6
train,6636,慢惊,全蝎、薄荷、朱砂,里,肝,3,3
train,6637,心烦,玄参、甘草、苦参、茯苓、枳壳,热,心,3,4
train,6638,恶寒、烦躁,知母、甘草、麦门冬、石膏,热,心,7,3
train,6639,心烦、口噤,雄黄、白附子、天南星、阿胶、硫黄、附子、麝香、朱砂、独活、牛黄,热,心,4,3
train,6640,恶寒、头痛,甘草、杏仁、杏、桂枝,表,肺,3,4
train,6641,近视、远视,菊花、甘草、千里光,热,肝,3,3
train,6642,呕吐,大黄、槟榔、胡椒、鹤虱、雷丸、使君子、贯众,里,胃,4,4
train,6643,呕吐、咳嗽、慢惊,赭石、杏仁、朱砂、杏,里,胃,4,4
train,6644,小便频数,桃、肉苁蓉、附子,虚,肾,4,2
train,6645,尿血,蒲黄、冬葵、当归、鹿茸、冬葵子,虚,肾,4,3
train,6646,胸闷,冬葵、木瓜、滑石、冬葵子,里,膀胱,3,4
train,6647,呕吐,白术、甘草、人参、茯苓、厚朴、麦门冬,虚,脾,4,4
train,6648,呕吐、咳嗽,益智、甘草、陈皮、青皮、桔梗、藿香、三棱、厚朴、半夏、香附,里,胃,3,4
train,6649,恶心、头痛、腹痛、手足厥冷,熊胆、雄黄、天麻、血竭、人参、冰片、朱砂、麻黄,里,肝,4,4
train,6650,头痛,甘草、白芷、川乌、半夏,寒,肝,4,4
train,6651,头痛、自汗,防风、大黄、柴胡、独活,表,肝,4,4
train,6652,壮热,荆芥、防风、山豆根、赤芍、枳实、桔梗、栀子、连翘、升麻、黄芩、苦参,里,三焦,5,6
train,6653,面色青,白术、甘草、枳实、酸枣仁、茯苓、麦门冬、泽泻、五味子,虚,脾,4,5
train,6654,健忘、不寐,玄参、当归、龙眼、石菖蒲、远志、柏子仁、龙眼肉、人参、酸枣仁、朱砂、生地黄、麦门冬,里,心,4,3
train,6655,壮热,甘草、芦根、远志、人参、升麻、黄芩、犀角、柴胡,热,心,5,5
train,6656,发黄,红花、姜黄、蒺藜、皂角刺、刘寄奴、茜草、黄芩、莱菔子、片姜黄、藜、半夏、柴胡、泽泻,里,肝,4,5
train,6657,恶心、呕吐,葱白,寒,胃,3,3
train,6658,脱肛、腹泻,黄芪,虚,脾,3,2
train,6659,腰痛、产后腰痛,桑、川芎、桑寄生、防风、当归、杜仲、续断、独活,虚,肾,4,4
train,6660,痫,蛇蜕、甘草、杏仁、赤芍、当归、大黄、芍药、蜂房、人参、黄芩、葛根、杏、牛黄、石膏,里,肝,3,5
train,6661,吐血,白茅根、甘草、麦门冬,热,肺,3,4
train,6662,消瘦、腹泻,白术、肉桂、甘草、干姜、豆蔻、赤石脂、肉豆蔻、补骨脂、党参、禹余粮、诃子,里,脾,3,4
train,6663,吐血,甘草、陈皮、当归、芍药、熟地黄、白芍、人参、升麻、苍术、苏木、柴胡,虚,肝,4,5
train,6664,咳嗽,百部,里,肺,4,2
train,6665,鼻干,甘草、山茱萸、山药、茯苓、麝香、泽泻,阴,肾,4,4
train,6666,不孕、腹痛,川芎、白术、当归、白芍、黄芩、砂仁、香附,里,肝,5,4
train,6667,气喘、舌干、咳嗽,前胡、桑、甘草、杏仁、青黛、桔梗、天花粉、黄芩、桑白皮、橘红、杏,里,肺,4,3
train,6668,恶露不下,大黄、没药、白芷、穿山甲、沉香、木香,里,肝,4,5
train,6669,心烦、呕吐、头昏、妊娠心烦,枇杷、甘草、人参、枇杷叶、茯苓、柴胡、麦门冬,虚,心,4,5
train,6670,呵欠、恶风,竹叶、甘草、赤芍、人参、黄芩、柴胡、桂枝,阳,心,4,5
train,6671,头痛,全蝎、五倍子,实,肝,2,2
train,6672,头痛,薄荷,表,肝,3,3
train,6673,急惊、壮热,白附子、天南星、滑石、轻粉、巴豆、附子,里,肝,6,4
train,6674,白带,白矾、干姜、川乌、乌头,寒,脾,3,4
train,6675,腰痛,生姜、肉桂、当归、杜仲、茴香、沉香、香附,里,肾,4,4
train,6676,鼻衄,鸡冠花、麝香,热,肺,3,4
train,6677,恶寒,细辛、干姜、款冬花、附子,寒,肺,3,4
train,6678,漏下、消瘦、崩中、白带,地榆、牡蛎、艾叶、龟甲、赤石脂、当归、阿胶、鳖甲、续断、鹿茸、禹余粮,虚,肾,4,3
train,6679,咽干、麻疹、烦躁、鼻干、食欲不振,竹叶、玄参、连翘、石斛、金银花、紫花地丁、麦冬,阴,肺,4,4
train,6680,舌疮,白术、生姜、白鲜皮、旋覆花、大黄、芍药、槟榔、人参、郁李、厚朴、郁李仁、枳壳,热,胃,4,5
train,6681,天疱疮、杨梅疮,雄黄、轻粉、朱砂,热,心,3,4
train,6682,噎膈,青皮、巴豆、橘红、木香、枳壳,里,肝,4,5
train,6683,手足厥冷,肉桂、甘草、牛膝、附子、炙甘草、泽泻,寒,肾,4,4
train,6684,崩中、腹冷、小便频数,赭石、赤石脂、代赭石、紫石英、禹余粮,寒,肾,4,4
train,6685,角弓反张、急惊、壮热、口噤,前胡、蜈蚣、雄黄、防风、珍珠、天麻、全蝎、琥珀、僵蚕、天竺黄、川贝母、半夏、牛黄,热,肝,6,5
train,6686,四肢抽搐,雄黄、全蝎、琥珀、僵蚕、天竺黄、麝香、朱砂、牛黄,里,肝,3,4
train,6687,腰痛、胎动不安,葱白、川芎、生姜、甘草、陈皮、当归、白芍、人参、大腹皮,虚,肾,4,4
train,6688,心烦、五心烦热、咳嗽,桑、知母、杏仁、桔梗、款冬花、紫菀、桑白皮、杏、石膏,热,肺,4,3
train,6689,瘰疬,肉桂、甘草、杏仁、芍药、人参、黄芩、附子、防己、杏、麻黄,阳,肾,4,5
train,6690,心悸、多梦、疲乏、自汗,甘草、阿胶、山楂、大枣、人参、炙甘草、砂仁、麦冬,虚,心,3,3
train,6691,多唾,前胡、生姜、旋覆花、豆蔻、甜瓜子、甜瓜、槟榔、人参、茯苓、附子、厚朴、半夏、草豆蔻、枳壳,里,脾,4,4
train,6692,胁痛,川芎、陈皮、青皮、当归、瓜蒌、白芍、柴胡、枳壳、香附,里,肝,4,3
train,6693,偏头痛、头痛,自然铜、防风、乳香、五灵脂、当归、天麻、没药、乌头、附子、海桐皮、虎骨、地龙、麝香,寒,肝,4,5
train,6694,腹痛,白术、甘草、干姜、当归、芍药、人参,里,脾,4,3
train,6695,妇人阴冷,牛胆、吴茱萸,寒,肝,3,4
train,6696,壮热,熊胆、雄黄、黄连、丁香、巴豆、甘松、芦荟、麝香、朱砂、牛黄、胡黄连,热,心,5,6
train,6697,呕吐,甘草、芦根、茯苓、半夏、麦门冬、泽泻,里,胃,4,4
train,6698,吞酸、呕吐,甘草、藿香、苍术、厚朴、砂仁,里,胃,3,3
train,6699,健忘、背痛、食欲不振、腹痛,熟地黄、肉苁蓉、薄荷,虚,肾,3,4
train,6700,口渴,连翘、扁豆花、厚朴、香薷,热,肺,2,4
train,6701,盗汗、腰膝无力,桑、牡蛎、防风、肉桂、菟丝子、当归、牛膝、天麻、柏子仁、桑螵蛸、肉苁蓉、羌活,虚,肾,4,4
train,6702,痫、口噤,穿山甲、漏芦,里,肝,2,2
train,6703,呕吐,黄连、黄芩,热,胃,3,3
train,6704,慢惊,雄黄、生姜、防风、白附子、天南星、川乌、乌头、附子、麝香、朱砂、半夏、牛黄,里,肝,4,4
train,6705,烦躁、咳嗽,雄黄、甘草、琥珀、僵蚕、天竺黄、胆南星、茯苓、川贝母、沉香、麝香、朱砂、枳壳,热,心,5,5
train,6706,咳嗽,桃、桑、甘草、小蓟、滑石、栀子、白芍、紫菀、桃仁、枳壳,热,肺,8,6
train,6707,咳嗽,甘草、大枣、山药、茯苓、炙甘草、半夏、橘红,虚,脾,3,3
train,6708,瘰疬,僵蚕,实,肝,3,4
train,6709,恶心、呕吐,滑石、白芷、绿豆、石膏,里,胃,3,4
train,6710,心烦,蟾酥、杏仁、黄连、青黛、瓜蒂、芦荟、杏,热,心,4,4
train,6711,腰膝无力、头晕,桑、制何首乌、女贞、杜仲叶、牛膝、金樱子、桑椹、杜仲、女贞子、墨旱莲、何首乌、桑叶、覆盆子,阴,肾,5,3
train,6712,腹痛,葱白、砂仁,寒,脾,3,3
train,6713,咳嗽,款冬花,寒,肺,8,12
train,6714,盗汗,五灵脂、天仙子,寒,肝,2,3
